id,age,gender,algebra,trigo,advalgebra,anageo,diffcal,stats,intcal,advmat,numeric,vector,elxdevice,elxcirc,signals,princo,lcst,digicom,trans,micro,broadcast,control,circ1,elemag,circ2,passed
162,18,F,1.5,2,2,1.75,2.75,2.25,3,1.25,2.5,1,1,1,2.25,2,1.75,1.5,2.75,1.25,2.5,3,2.5,3,1,1
163,21,M,2.75,1.25,2.5,3,2,2,1.75,1.25,2,1.5,1.25,2,2.25,1.75,2.5,2.5,1.25,2,2,1.5,3,1,1,0
164,21,F,1.25,2,2,1.5,1,2.25,2.75,1,1.5,1,2.75,1.25,1.25,2,2.5,2.5,2,3,2,2,1.5,2.75,1.25,0
165,25,M,2.5,1.25,1.75,2.75,1.25,2.75,2,1.75,2.25,2,2,1.25,2.25,2.5,1.75,2.75,1.25,2.25,1.75,2.25,1.75,1.5,1.25,0
166,22,F,2,1,1.75,1,2.5,2.25,2.75,1.5,1.25,1,2.75,2.75,2.75,2.75,2,2,2.5,2,2.75,1.75,1,1.5,1.5,1
167,23,F,2.25,1.25,2,3,2,1,3,1.25,2.75,2.75,2.5,2.75,1.5,2,1.25,1.5,2.5,2,2.75,2,1.25,1.5,3,1
168,23,F,3,2.25,1,1.75,2.25,1.5,1.25,2.5,1.75,1.5,1,1,2.75,3,2.25,2.75,1.25,3,3,1.75,2.5,2,1.25,1
169,21,M,2.75,2.75,2.5,1,2.75,2.75,1.25,1,1.5,1,2.5,1,2.5,1.75,1.75,1.75,3,1.75,1,1.5,1,1.25,3,1
170,20,M,1.5,2.25,2.75,1.25,2.25,2.75,1.25,2.25,1.75,2.5,1.25,1.75,1.25,1,1.25,2.75,2.25,1.75,1.75,3,1.75,1.5,3,0
171,24,M,2.75,2.25,3,2,2.75,2.75,1.5,2.75,3,1.5,2.75,2.75,1.75,2.25,2.5,2.75,2.75,1.25,1.75,3,2,2.25,1.5,0
172,19,M,2.5,2.25,1.25,3,1.5,2.75,1.75,2.25,1.5,1.75,3,1.25,1.5,2.25,2.75,2.5,1.5,2.25,1.75,1.25,2.75,2,1.75,0
173,20,F,1.75,3,2.25,3,1.25,3,1,2,2.25,1,1,1.25,2,2.5,2.75,2.5,1.5,2.25,2.25,1,2.25,1.25,1.5,0
174,21,M,2,1.25,3,1.5,2.5,1.25,2.5,1.75,1.25,1,2.75,2.75,2,2.75,1,2.5,2.75,1.75,3,1.25,2,1.5,2.75,1
175,19,F,1.5,1.75,1.25,1,2.25,2.5,1.75,1.75,2.75,2.75,2.75,2.5,2.75,1.5,1.25,2.5,1,2.75,2,2.25,1.75,1,1.5,0
176,21,M,2.5,3,1.75,3,1.25,1.5,1.5,1,2.25,2.5,2.75,1.5,1,2,1.75,3,2.5,1.25,2.5,2,3,2.5,1.5,1
177,24,M,2.25,2.5,2,2.5,1.5,3,1.75,2,1.75,1.5,1,1.5,3,1,2.25,1.25,2.5,2.5,2.25,1,3,1.75,2.25,1
178,23,M,2.5,2.25,2.75,1,1.75,1,1.5,1.25,1.5,2.5,1.5,2.75,1.5,2.25,3,1.25,3,1.25,2.25,2.5,1.75,1.75,1,0
179,25,F,1.5,1.5,1.75,2.75,1.5,3,1,2.75,2.5,1,3,1.25,1.5,1,3,3,2.25,2.75,1.75,1.25,2.25,1.5,3,0
180,24,F,2.25,2,2.5,1.25,2.75,1.25,2.5,2.75,2.75,2.75,1.5,1,2.5,2.25,1.5,2.5,3,2.75,2.75,1.75,2.75,2.75,2.5,1
181,22,M,1.5,2,2.5,3,2.5,2,1.25,1.75,1,1.5,3,3,2,1,2,2.5,1.25,1,2.75,2.25,2,3,1.25,0
182,21,M,2,1,1.75,2.5,2.25,1.5,1.5,2,2,2.75,1.5,3,2.5,1.75,2,1,3,2.75,2.25,2.25,1.5,1,2.5,0
183,19,F,1.5,1,2.75,2.75,1.75,1.75,2,1.25,2.25,3,3,2.5,2.5,1.5,1.75,1.75,2,3,3,2.25,3,2.75,1.5,0
184,20,M,1.5,1.25,1.25,1.25,2.25,2.25,2.5,1,2.75,1.25,2,1,2.75,1.5,2.75,2.25,2.25,2.75,3,2.75,1.75,1.75,1.25,1
185,25,F,1.25,2.75,3,2.75,2.25,2,2.25,2,1,2.75,1.25,2.25,1,2.5,1.75,1.75,2.25,2,1.5,2.75,2,1.75,1,0
186,19,M,3,3,2.25,1.75,1.75,2,2.75,3,1.75,2.75,2.25,2.75,3,1.75,1.25,1.25,1.5,1.75,2.5,1.75,2,1.75,1.5,1
187,18,F,2.5,1.25,1.75,2,2.75,2.25,2.75,2.5,2.5,3,2.25,1.25,3,1,2.75,2,3,1.75,2.5,2,1.5,1.75,2.5,1
188,19,F,2,3,2,2,1.5,1.5,1.5,1,1,1,1.25,2.5,1.5,1.25,1.5,1.25,2,2.75,1,2.5,1.5,2,2,1
189,23,M,2.5,1.75,2.25,1.75,2.25,2.5,2.5,1.25,2.25,1.75,1.5,2.5,3,2,2.5,3,2.25,1.25,3,1.25,3,3,1.5,0
190,18,M,1,2.25,3,2.75,2.5,1,1,2.75,1.5,2.5,2,2.5,1.5,1.75,1.75,1.25,2.75,2.5,2,3,1.25,2.5,3,1
191,18,F,1,2.5,1.5,2,1.25,3,2,2.75,1.75,1,2,3,2,2.5,1.25,1,2,2,3,1.5,2,1.5,2.5,1
192,23,M,2.5,1.25,2.75,1.75,1.25,2.75,2.25,2.75,1.5,2.75,1.5,2.75,2.5,3,3,1.25,1.75,2,1,1.5,2.5,3,3,1
193,19,M,2.5,3,2.75,3,3,2.75,2.25,1,1,3,1.75,1.25,1.25,2.5,1.25,1.75,3,2.25,1.75,1.5,2.25,1,1,1
194,20,M,1.75,2.75,1.25,1.5,2.75,2.5,1,2.75,2.5,2,1,3,2.5,1.25,3,1,1,1,3,2.5,1.25,1.25,3,0
195,25,M,1.25,1,2.5,2.5,2,1.25,1.25,3,2.25,1,2,2,2.75,2.5,2.5,1.75,2.25,1,1.75,2.5,1.75,1,1.75,0
196,19,M,2.25,2.75,1.25,1.25,1.5,2,1.75,2,1,3,2.25,2.5,2.25,1,1,3,1.75,2,2,1,3,1.25,1,1
197,20,F,3,1.75,2,1.25,1.75,1.25,1.75,2.75,2,3,2.75,3,2.25,2,2.75,1.5,1.75,2.5,2.5,1.25,2.5,1.75,2.75,0
198,22,F,2.25,3,2.5,1,2,1.5,1.5,1.25,1.25,1,1.75,2.25,1.25,2.5,2.75,2.5,2.25,2.5,1.75,1,2.25,2,1.5,1
199,18,M,1,2.75,3,2,1.5,2.5,1.75,1.75,1.25,2.75,2.5,1.75,2.25,3,2.75,2.5,2.5,2.75,1.5,1,1.5,3,1.5,1
